job_id,job_title,company,location,experience_level,date_posted,skill
3231,Analytics Consultant,BrightPath AI,London,Lead,2026-06-21,Power BI
2594,Power Bi Developer,Skyline Solutions,Bengaluru,Senior,2026-05-03,AWS
2594,Power Bi Developer,Skyline Solutions,Bengaluru,Senior,2026-05-03,Excel
2594,Power Bi Developer,Skyline Solutions,Bengaluru,Senior,2026-05-03,Generative AI
2594,Power Bi Developer,Skyline Solutions,Bengaluru,Senior,2026-05-03,Machine Learning
2594,Power Bi Developer,Skyline Solutions,Bengaluru,Senior,2026-05-03,Power BI
2594,Power Bi Developer,Skyline Solutions,Bengaluru,Senior,2026-05-03,Python
2594,Power Bi Developer,Skyline Solutions,Bengaluru,Senior,2026-05-03,SQL
1079,Data Engineer,DataForge,Hyderabad,Entry,2026-06-18,Power BI
1079,Data Engineer,DataForge,Hyderabad,Entry,2026-06-18,Python
1079,Data Engineer,DataForge,Hyderabad,Entry,2026-06-18,SQL
1079,Data Engineer,DataForge,Hyderabad,Entry,2026-06-18,Tableau
4919,Nlp Engineer,Quantify Labs,Hyderabad,Senior,2026-06-25,NLP
4919,Nlp Engineer,Quantify Labs,Hyderabad,Senior,2026-06-25,Python
4919,Nlp Engineer,Quantify Labs,Hyderabad,Senior,2026-06-25,SQL
1063,Data Scientist,BluePeak Consulting,Singapore,Senior,2026-04-19,Excel
1063,Data Scientist,BluePeak Consulting,Singapore,Senior,2026-04-19,Generative AI
1063,Data Scientist,BluePeak Consulting,Singapore,Senior,2026-04-19,NLP
4971,Machine Learning Engineer,Northstar Tech,New York,Senior,2026-05-09,AWS
4971,Machine Learning Engineer,Northstar Tech,New York,Senior,2026-05-09,Machine Learning
4971,Machine Learning Engineer,Northstar Tech,New York,Senior,2026-05-09,NLP
4971,Machine Learning Engineer,Northstar Tech,New York,Senior,2026-05-09,SQL
4138,Data Science Manager,BrightPath AI,New York,Lead,2026-03-04,Generative AI
4138,Data Science Manager,BrightPath AI,New York,Lead,2026-03-04,Machine Learning
4138,Data Science Manager,BrightPath AI,New York,Lead,2026-03-04,NLP
4138,Data Science Manager,BrightPath AI,New York,Lead,2026-03-04,Power BI
4138,Data Science Manager,BrightPath AI,New York,Lead,2026-03-04,Python
677,Data Engineer,Alpha Analytics,Delhi Ncr,Senior,2026-07-12,Excel
677,Data Engineer,Alpha Analytics,Delhi Ncr,Senior,2026-07-12,NLP
677,Data Engineer,Alpha Analytics,Delhi Ncr,Senior,2026-07-12,Power BI
677,Data Engineer,Alpha Analytics,Delhi Ncr,Senior,2026-07-12,Python
677,Data Engineer,Alpha Analytics,Delhi Ncr,Senior,2026-07-12,SQL
677,Data Engineer,Alpha Analytics,Delhi Ncr,Senior,2026-07-12,Tableau
986,Data Engineer,Nimbus Data,London,Not Specified,2026-01-15,Deep Learning
986,Data Engineer,Nimbus Data,London,Not Specified,2026-01-15,Machine Learning
986,Data Engineer,Nimbus Data,London,Not Specified,2026-01-15,SQL
738,Business Intelligence Analyst,Clarity Systems,Chennai,Mid,2026-04-30,Excel
738,Business Intelligence Analyst,Clarity Systems,Chennai,Mid,2026-04-30,NLP
738,Business Intelligence Analyst,Clarity Systems,Chennai,Mid,2026-04-30,Power BI
738,Business Intelligence Analyst,Clarity Systems,Chennai,Mid,2026-04-30,Python
738,Business Intelligence Analyst,Clarity Systems,Chennai,Mid,2026-04-30,SQL
738,Business Intelligence Analyst,Clarity Systems,Chennai,Mid,2026-04-30,Tableau
1722,Ai Research Engineer,BluePeak Consulting,London,Lead,2026-04-14,Deep Learning
1722,Ai Research Engineer,BluePeak Consulting,London,Lead,2026-04-14,Excel
1722,Ai Research Engineer,BluePeak Consulting,London,Lead,2026-04-14,Machine Learning
1722,Ai Research Engineer,BluePeak Consulting,London,Lead,2026-04-14,Power BI
1722,Ai Research Engineer,BluePeak Consulting,London,Lead,2026-04-14,Python
2583,Machine Learning Engineer,Unknown,Remote,Senior,2026-05-06,Machine Learning
2583,Machine Learning Engineer,Unknown,Remote,Senior,2026-05-06,Python
2351,Machine Learning Engineer,Alpha Analytics,London,Entry,2026-06-12,AWS
2351,Machine Learning Engineer,Alpha Analytics,London,Entry,2026-06-12,Excel
2351,Machine Learning Engineer,Alpha Analytics,London,Entry,2026-06-12,Machine Learning
2351,Machine Learning Engineer,Alpha Analytics,London,Entry,2026-06-12,Power BI
2351,Machine Learning Engineer,Alpha Analytics,London,Entry,2026-06-12,Python
2351,Machine Learning Engineer,Alpha Analytics,London,Entry,2026-06-12,SQL
3686,Business Intelligence Analyst,BrightPath AI,Hyderabad,Lead,2026-02-25,AWS
3686,Business Intelligence Analyst,BrightPath AI,Hyderabad,Lead,2026-02-25,Deep Learning
3686,Business Intelligence Analyst,BrightPath AI,Hyderabad,Lead,2026-02-25,Machine Learning
3666,Data Engineer,Skyline Solutions,Chennai,Mid,2026-06-15,Excel
3666,Data Engineer,Skyline Solutions,Chennai,Mid,2026-06-15,Machine Learning
3666,Data Engineer,Skyline Solutions,Chennai,Mid,2026-06-15,Power BI
3666,Data Engineer,Skyline Solutions,Chennai,Mid,2026-06-15,Python
1875,Data Analyst,Alpha Analytics,Bengaluru,Not Specified,2026-06-11,Generative AI
1875,Data Analyst,Alpha Analytics,Bengaluru,Not Specified,2026-06-11,Machine Learning
1875,Data Analyst,Alpha Analytics,Bengaluru,Not Specified,2026-06-11,Python
1875,Data Analyst,Alpha Analytics,Bengaluru,Not Specified,2026-06-11,SQL
1875,Data Analyst,Alpha Analytics,Bengaluru,Not Specified,2026-06-11,Tableau
3458,Data Analyst,Unknown,New York,Entry,2026-01-22,AWS
3458,Data Analyst,Unknown,New York,Entry,2026-01-22,NLP
3458,Data Analyst,Unknown,New York,Entry,2026-01-22,Power BI
3458,Data Analyst,Unknown,New York,Entry,2026-01-22,Python
3458,Data Analyst,Unknown,New York,Entry,2026-01-22,Tableau
3952,Bi Developer,Clarity Systems,Hyderabad,Mid,2026-03-21,Python
3952,Bi Developer,Clarity Systems,Hyderabad,Mid,2026-03-21,SQL
3355,Data Analyst,BrightPath AI,London,Lead,2026-01-12,Power BI
3355,Data Analyst,BrightPath AI,London,Lead,2026-01-12,Python
1128,Data Engineer,BluePeak Consulting,Mumbai,Mid,2026-06-13,Excel
1128,Data Engineer,BluePeak Consulting,Mumbai,Mid,2026-06-13,Power BI
1128,Data Engineer,BluePeak Consulting,Mumbai,Mid,2026-06-13,Python
1128,Data Engineer,BluePeak Consulting,Mumbai,Mid,2026-06-13,SQL
276,Data Analyst,DataForge,Delhi Ncr,Senior,2026-02-23,Excel
276,Data Analyst,DataForge,Delhi Ncr,Senior,2026-02-23,Machine Learning
3724,Ai Research Engineer,Nimbus Data,Hyderabad,Mid,2026-05-11,Machine Learning
3724,Ai Research Engineer,Nimbus Data,Hyderabad,Mid,2026-05-11,SQL
2729,Ai Engineer,Nimbus Data,Hyderabad,Senior,2026-04-07,Deep Learning
2729,Ai Engineer,Nimbus Data,Hyderabad,Senior,2026-04-07,Generative AI
2729,Ai Engineer,Nimbus Data,Hyderabad,Senior,2026-04-07,Python
2950,Nlp Engineer,Vertex Insights,Bengaluru,Lead,2026-03-13,AWS
2950,Nlp Engineer,Vertex Insights,Bengaluru,Lead,2026-03-13,Machine Learning
2950,Nlp Engineer,Vertex Insights,Bengaluru,Lead,2026-03-13,NLP
2950,Nlp Engineer,Vertex Insights,Bengaluru,Lead,2026-03-13,Power BI
2950,Nlp Engineer,Vertex Insights,Bengaluru,Lead,2026-03-13,SQL
2950,Nlp Engineer,Vertex Insights,Bengaluru,Lead,2026-03-13,Tableau
1147,Power Bi Developer,BrightPath AI,London,Senior,2026-05-05,AWS
1147,Power Bi Developer,BrightPath AI,London,Senior,2026-05-05,Generative AI
1147,Power Bi Developer,BrightPath AI,London,Senior,2026-05-05,Power BI
1147,Power Bi Developer,BrightPath AI,London,Senior,2026-05-05,SQL
1375,Analytics Consultant,DataForge,Remote,Mid,2026-04-21,Excel
1375,Analytics Consultant,DataForge,Remote,Mid,2026-04-21,Generative AI
1375,Analytics Consultant,DataForge,Remote,Mid,2026-04-21,NLP
1375,Analytics Consultant,DataForge,Remote,Mid,2026-04-21,SQL
1375,Analytics Consultant,DataForge,Remote,Mid,2026-04-21,Tableau
4995,Ai Engineer,Clarity Systems,Mumbai,Entry,2026-07-13,Power BI
4995,Ai Engineer,Clarity Systems,Mumbai,Entry,2026-07-13,SQL
3851,Business Intelligence Analyst,Quantify Labs,Delhi Ncr,Lead,2026-05-06,AWS
3851,Business Intelligence Analyst,Quantify Labs,Delhi Ncr,Lead,2026-05-06,Python
3034,Bi Developer,BrightPath AI,Delhi Ncr,Mid,2026-02-23,Power BI
3034,Bi Developer,BrightPath AI,Delhi Ncr,Mid,2026-02-23,Python
1543,Ai Engineer,Vertex Insights,Chennai,Senior,2026-04-04,Deep Learning
1543,Ai Engineer,Vertex Insights,Chennai,Senior,2026-04-04,Excel
1543,Ai Engineer,Vertex Insights,Chennai,Senior,2026-04-04,NLP
1543,Ai Engineer,Vertex Insights,Chennai,Senior,2026-04-04,Python
1543,Ai Engineer,Vertex Insights,Chennai,Senior,2026-04-04,SQL
767,Power Bi Developer,Northstar Tech,New York,Lead,2026-05-01,Power BI
767,Power Bi Developer,Northstar Tech,New York,Lead,2026-05-01,Python
767,Power Bi Developer,Northstar Tech,New York,Lead,2026-05-01,Tableau
3854,Data Science Manager,Skyline Solutions,Pune,Mid,2026-05-03,SQL
3854,Data Science Manager,Skyline Solutions,Pune,Mid,2026-05-03,Tableau
2600,Analytics Consultant,Alpha Analytics,Hyderabad,Mid,2026-03-16,NLP
2600,Analytics Consultant,Alpha Analytics,Hyderabad,Mid,2026-03-16,Python
2600,Analytics Consultant,Alpha Analytics,Hyderabad,Mid,2026-03-16,SQL
1392,Data Science Manager,Northstar Tech,New York,Lead,2026-03-03,AWS
1392,Data Science Manager,Northstar Tech,New York,Lead,2026-03-03,Machine Learning
1392,Data Science Manager,Northstar Tech,New York,Lead,2026-03-03,Power BI
1392,Data Science Manager,Northstar Tech,New York,Lead,2026-03-03,SQL
1392,Data Science Manager,Northstar Tech,New York,Lead,2026-03-03,Tableau
2959,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-04-27,Generative AI
2959,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-04-27,Machine Learning
2959,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-04-27,Power BI
2959,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-04-27,Python
2959,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-04-27,SQL
2959,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-04-27,Tableau
3614,Data Engineer,Nimbus Data,Hyderabad,Mid,2026-01-18,Machine Learning
3614,Data Engineer,Nimbus Data,Hyderabad,Mid,2026-01-18,SQL
3618,Analytics Consultant,Quantify Labs,Pune,Mid,2026-01-11,Machine Learning
3618,Analytics Consultant,Quantify Labs,Pune,Mid,2026-01-11,NLP
3618,Analytics Consultant,Quantify Labs,Pune,Mid,2026-01-11,Power BI
3618,Analytics Consultant,Quantify Labs,Pune,Mid,2026-01-11,Python
343,Power Bi Developer,BluePeak Consulting,New York,Mid,2026-06-13,Deep Learning
343,Power Bi Developer,BluePeak Consulting,New York,Mid,2026-06-13,Power BI
343,Power Bi Developer,BluePeak Consulting,New York,Mid,2026-06-13,SQL
1321,Analytics Consultant,Quantify Labs,Chennai,Entry,2026-07-19,Generative AI
1321,Analytics Consultant,Quantify Labs,Chennai,Entry,2026-07-19,Power BI
1321,Analytics Consultant,Quantify Labs,Chennai,Entry,2026-07-19,Python
150,Nlp Engineer,BrightPath AI,Delhi Ncr,Lead,2026-07-19,Excel
150,Nlp Engineer,BrightPath AI,Delhi Ncr,Lead,2026-07-19,NLP
150,Nlp Engineer,BrightPath AI,Delhi Ncr,Lead,2026-07-19,SQL
4712,Ai Engineer,Vertex Insights,Hyderabad,Mid,2026-07-16,Deep Learning
4712,Ai Engineer,Vertex Insights,Hyderabad,Mid,2026-07-16,Excel
4712,Ai Engineer,Vertex Insights,Hyderabad,Mid,2026-07-16,NLP
4712,Ai Engineer,Vertex Insights,Hyderabad,Mid,2026-07-16,Power BI
4712,Ai Engineer,Vertex Insights,Hyderabad,Mid,2026-07-16,SQL
4712,Ai Engineer,Vertex Insights,Hyderabad,Mid,2026-07-16,Tableau
3682,Business Intelligence Analyst,Alpha Analytics,Delhi Ncr,Entry,2026-01-21,Deep Learning
3682,Business Intelligence Analyst,Alpha Analytics,Delhi Ncr,Entry,2026-01-21,Excel
3682,Business Intelligence Analyst,Alpha Analytics,Delhi Ncr,Entry,2026-01-21,Generative AI
3682,Business Intelligence Analyst,Alpha Analytics,Delhi Ncr,Entry,2026-01-21,Machine Learning
4030,Bi Developer,BluePeak Consulting,Delhi Ncr,Senior,2026-07-11,AWS
4030,Bi Developer,BluePeak Consulting,Delhi Ncr,Senior,2026-07-11,Deep Learning
4030,Bi Developer,BluePeak Consulting,Delhi Ncr,Senior,2026-07-11,Excel
4030,Bi Developer,BluePeak Consulting,Delhi Ncr,Senior,2026-07-11,Machine Learning
4030,Bi Developer,BluePeak Consulting,Delhi Ncr,Senior,2026-07-11,NLP
4030,Bi Developer,BluePeak Consulting,Delhi Ncr,Senior,2026-07-11,Python
3805,Data Scientist,Nimbus Data,Remote,Lead,2026-05-07,AWS
3805,Data Scientist,Nimbus Data,Remote,Lead,2026-05-07,Deep Learning
3805,Data Scientist,Nimbus Data,Remote,Lead,2026-05-07,Excel
3805,Data Scientist,Nimbus Data,Remote,Lead,2026-05-07,NLP
3805,Data Scientist,Nimbus Data,Remote,Lead,2026-05-07,Power BI
3805,Data Scientist,Nimbus Data,Remote,Lead,2026-05-07,SQL
136,Bi Developer,Nimbus Data,Hyderabad,Lead,2026-02-26,Excel
136,Bi Developer,Nimbus Data,Hyderabad,Lead,2026-02-26,Generative AI
136,Bi Developer,Nimbus Data,Hyderabad,Lead,2026-02-26,Machine Learning
136,Bi Developer,Nimbus Data,Hyderabad,Lead,2026-02-26,Power BI
136,Bi Developer,Nimbus Data,Hyderabad,Lead,2026-02-26,Python
136,Bi Developer,Nimbus Data,Hyderabad,Lead,2026-02-26,SQL
2324,Bi Developer,Nimbus Data,London,Lead,2026-06-23,AWS
2324,Bi Developer,Nimbus Data,London,Lead,2026-06-23,Excel
2324,Bi Developer,Nimbus Data,London,Lead,2026-06-23,Machine Learning
2324,Bi Developer,Nimbus Data,London,Lead,2026-06-23,Python
4893,Data Analyst,Alpha Analytics,Singapore,Entry,2026-05-31,Excel
4893,Data Analyst,Alpha Analytics,Singapore,Entry,2026-05-31,Machine Learning
4893,Data Analyst,Alpha Analytics,Singapore,Entry,2026-05-31,Python
3893,Data Analyst,BluePeak Consulting,Hyderabad,Lead,2026-01-15,AWS
3893,Data Analyst,BluePeak Consulting,Hyderabad,Lead,2026-01-15,Deep Learning
3893,Data Analyst,BluePeak Consulting,Hyderabad,Lead,2026-01-15,NLP
3893,Data Analyst,BluePeak Consulting,Hyderabad,Lead,2026-01-15,Power BI
3893,Data Analyst,BluePeak Consulting,Hyderabad,Lead,2026-01-15,Python
1004,Bi Developer,DataForge,Remote,Senior,2026-05-08,Power BI
1004,Bi Developer,DataForge,Remote,Senior,2026-05-08,Python
1004,Bi Developer,DataForge,Remote,Senior,2026-05-08,SQL
568,Data Engineer,Northstar Tech,Remote,Entry,2026-05-02,Excel
568,Data Engineer,Northstar Tech,Remote,Entry,2026-05-02,Power BI
568,Data Engineer,Northstar Tech,Remote,Entry,2026-05-02,Python
2262,Bi Developer,BluePeak Consulting,London,Mid,2026-04-19,Python
2262,Bi Developer,BluePeak Consulting,London,Mid,2026-04-19,SQL
1024,Data Scientist,DataForge,Bengaluru,Not Specified,2026-05-28,Excel
1024,Data Scientist,DataForge,Bengaluru,Not Specified,2026-05-28,Generative AI
1024,Data Scientist,DataForge,Bengaluru,Not Specified,2026-05-28,Power BI
1024,Data Scientist,DataForge,Bengaluru,Not Specified,2026-05-28,Python
4086,Ai Research Engineer,Nimbus Data,London,Lead,2026-07-10,Deep Learning
4086,Ai Research Engineer,Nimbus Data,London,Lead,2026-07-10,Machine Learning
4086,Ai Research Engineer,Nimbus Data,London,Lead,2026-07-10,NLP
4086,Ai Research Engineer,Nimbus Data,London,Lead,2026-07-10,Power BI
4086,Ai Research Engineer,Nimbus Data,London,Lead,2026-07-10,SQL
1758,Ai Research Engineer,Quantify Labs,Chennai,Senior,2026-07-01,Machine Learning
1758,Ai Research Engineer,Quantify Labs,Chennai,Senior,2026-07-01,SQL
1758,Ai Research Engineer,Quantify Labs,Chennai,Senior,2026-07-01,Tableau
29,Data Scientist,BluePeak Consulting,Hyderabad,Entry,2026-02-22,AWS
29,Data Scientist,BluePeak Consulting,Hyderabad,Entry,2026-02-22,Excel
29,Data Scientist,BluePeak Consulting,Hyderabad,Entry,2026-02-22,Power BI
29,Data Scientist,BluePeak Consulting,Hyderabad,Entry,2026-02-22,Python
29,Data Scientist,BluePeak Consulting,Hyderabad,Entry,2026-02-22,SQL
29,Data Scientist,BluePeak Consulting,Hyderabad,Entry,2026-02-22,Tableau
3638,Analytics Consultant,Northstar Tech,London,Senior,2026-06-19,AWS
3638,Analytics Consultant,Northstar Tech,London,Senior,2026-06-19,Deep Learning
3638,Analytics Consultant,Northstar Tech,London,Senior,2026-06-19,Excel
3638,Analytics Consultant,Northstar Tech,London,Senior,2026-06-19,Machine Learning
3638,Analytics Consultant,Northstar Tech,London,Senior,2026-06-19,Python
3638,Analytics Consultant,Northstar Tech,London,Senior,2026-06-19,SQL
146,Data Science Manager,Nimbus Data,Delhi Ncr,Lead,2026-04-03,Generative AI
146,Data Science Manager,Nimbus Data,Delhi Ncr,Lead,2026-04-03,NLP
146,Data Science Manager,Nimbus Data,Delhi Ncr,Lead,2026-04-03,Python
146,Data Science Manager,Nimbus Data,Delhi Ncr,Lead,2026-04-03,SQL
3069,Data Analyst,DataForge,New York,Entry,2026-06-17,Deep Learning
3069,Data Analyst,DataForge,New York,Entry,2026-06-17,Tableau
4028,Nlp Engineer,Northstar Tech,Chennai,Mid,2026-04-17,AWS
4028,Nlp Engineer,Northstar Tech,Chennai,Mid,2026-04-17,Excel
4028,Nlp Engineer,Northstar Tech,Chennai,Mid,2026-04-17,NLP
4028,Nlp Engineer,Northstar Tech,Chennai,Mid,2026-04-17,Power BI
4028,Nlp Engineer,Northstar Tech,Chennai,Mid,2026-04-17,Python
4028,Nlp Engineer,Northstar Tech,Chennai,Mid,2026-04-17,SQL
3821,Data Science Manager,Alpha Analytics,Bengaluru,Entry,2026-04-29,Deep Learning
3821,Data Science Manager,Alpha Analytics,Bengaluru,Entry,2026-04-29,NLP
3821,Data Science Manager,Alpha Analytics,Bengaluru,Entry,2026-04-29,Power BI
3821,Data Science Manager,Alpha Analytics,Bengaluru,Entry,2026-04-29,Python
3334,Bi Developer,Clarity Systems,London,Lead,2026-03-18,Excel
3334,Bi Developer,Clarity Systems,London,Lead,2026-03-18,Generative AI
4492,Data Science Manager,Alpha Analytics,Chennai,Mid,2026-06-25,Excel
4492,Data Science Manager,Alpha Analytics,Chennai,Mid,2026-06-25,Power BI
4492,Data Science Manager,Alpha Analytics,Chennai,Mid,2026-06-25,Python
4492,Data Science Manager,Alpha Analytics,Chennai,Mid,2026-06-25,SQL
4492,Data Science Manager,Alpha Analytics,Chennai,Mid,2026-06-25,Tableau
2410,Business Intelligence Analyst,Northstar Tech,Remote,Lead,2026-05-07,Deep Learning
2410,Business Intelligence Analyst,Northstar Tech,Remote,Lead,2026-05-07,Machine Learning
2410,Business Intelligence Analyst,Northstar Tech,Remote,Lead,2026-05-07,Python
214,Machine Learning Engineer,Northstar Tech,London,Lead,2026-05-06,Machine Learning
214,Machine Learning Engineer,Northstar Tech,London,Lead,2026-05-06,NLP
214,Machine Learning Engineer,Northstar Tech,London,Lead,2026-05-06,Power BI
471,Ai Engineer,BrightPath AI,Hyderabad,Senior,2026-04-02,AWS
471,Ai Engineer,BrightPath AI,Hyderabad,Senior,2026-04-02,Power BI
471,Ai Engineer,BrightPath AI,Hyderabad,Senior,2026-04-02,SQL
460,Data Science Manager,Clarity Systems,Bengaluru,Entry,2026-04-13,Deep Learning
460,Data Science Manager,Clarity Systems,Bengaluru,Entry,2026-04-13,Power BI
460,Data Science Manager,Clarity Systems,Bengaluru,Entry,2026-04-13,Python
460,Data Science Manager,Clarity Systems,Bengaluru,Entry,2026-04-13,SQL
1962,Business Intelligence Analyst,DataForge,Pune,Senior,2026-03-04,Deep Learning
1962,Business Intelligence Analyst,DataForge,Pune,Senior,2026-03-04,Tableau
4503,Bi Developer,Clarity Systems,Chennai,Lead,2026-05-03,AWS
4503,Bi Developer,Clarity Systems,Chennai,Lead,2026-05-03,Machine Learning
